,type,action
2452,authority.virtue,CHAR_0 borrow money family make plan get finance control .
2453,authority.virtue,CHAR_0 tell parent bully .
2454,authority.virtue,CHAR_0 ask someone window seat would willing trade .
2455,authority.virtue,CHAR_0 recognize drinking control get help fix it .
2456,authority.virtue,CHAR_0 work hard class bring grade ask mother sign permission slip trip .
2457,authority.virtue,CHAR_0 hold group meeting use leadership get useful input every member .
2458,authority.virtue,CHAR_0 speak parent gather family meal ask need advice assistance guide financial matter .
2459,authority.virtue,CHAR_0 estimate much cart cost head decide he will need forgo buy indulgent item week order make budget .
2460,authority.virtue,CHAR_0 apologize ask short punishment .
2461,authority.virtue,CHAR_0 drive carefully way friend 's house make sure obey traffic law .
2462,authority.virtue,CHAR_0 ask manager extra hour every week .
2463,authority.virtue,CHAR_0 feign illness morning test order skip it .
2464,authority.virtue,CHAR_0 decide order food store online internet .
2465,authority.virtue,"CHAR_0 's vegetarian friend struggle find anything eat BBQ , CHAR_0 make anything they , order food ."
2466,authority.virtue,Jordon place diner 's order front look eye tell hope like dish .
2467,authority.virtue,Jordon drop order table without say word rush back kitchen .
2468,authority.virtue,CHAR_0 decide send riot police spray protester hefty dose military grade tear gas .
2469,authority.virtue,CHAR_0 turn run fast away bully .
2470,authority.virtue,CHAR_0 grabs stick assaults bully CHAR_0 harm .
2471,authority.virtue,"CHAR_0 tell boss finish work night , ask home tend friend 's cat ."
2472,authority.virtue,CHAR_0 dispose plastic trash proper trash receptacle .
2473,authority.virtue,CHAR_0 tell father he will right away .
2474,authority.virtue,CHAR_0 tell father can not mow lawn also nurse recent injury .
2475,authority.virtue,CHAR_0 email boss concisely carefully reread instruction project .
2476,authority.virtue,CHAR_0 wait lunch break order martini lunch .
2477,authority.virtue,Jamie spray paint window CVS name person kill police .
2478,authority.virtue,Jamie set firework inside CVS order help light fire inside it .
2479,authority.virtue,CHAR_0 put extra time master specific skill job .
2480,authority.virtue,"CHAR_0 give order employee , thank work ."
2481,authority.virtue,CHAR_0 shout order employee make derogatory comment employee .
2482,authority.virtue,angel order extra food leave CHAR_0 's alone .
2483,authority.virtue,Angel order food take CHAR_0 pay it .
2484,authority.virtue,CHAR_0 ask manager store hiring .
2485,authority.virtue,CHAR_0 order lower price item save money .
2486,authority.virtue,CHAR_0 decide order additional hard drive install computer .
2487,authority.virtue,CHAR_0 decide focus good tell mother thing he be grateful father .
2488,authority.virtue,CHAR_0 answer truthfully try cooperate police .
2489,authority.virtue,CHAR_0 decide say think therapist want hear order get clear work .
2490,authority.virtue,CHAR_0 assures son disagreement father impact love he .
2491,authority.virtue,CHAR_0 scream swear young people order street .
2492,authority.virtue,CHAR_0 tell father terrible tells hang since he be way over .
2493,authority.virtue,CHAR_0 tell customer opening food product permit store unless customer pay they .
2494,authority.virtue,CHAR_0 respond text take care work matter boss need help with .
2495,authority.virtue,CHAR_0 actively control drink throughout party .
2496,authority.virtue,CHAR_0 help driver secure wheelchair proper position .
2497,authority.virtue,CHAR_0 boss present CHAR_0 's idea management team company .
2498,authority.virtue,CHAR_0 open email software send resignation letter manager two week notice .
2499,authority.virtue,CHAR_0 ask boss let know there be anything CHAR_0 help they .
2500,authority.virtue,CHAR_0 write email boss explain frustration detail coworker ' behavior .
2501,authority.virtue,CHAR_0 remember license plate car cause hit run call police car drive home report it .
2502,authority.virtue,CHAR_0 report friend police describe theft detail .
2503,authority.virtue,CHAR_0 tell boss want day personal reason use one allot vacation day .
2504,authority.virtue,CHAR_0 leave watch park order similar one online .
2505,authority.virtue,CHAR_0 apologetic police officer explain stress impend work day .
2506,authority.virtue,CHAR_0 spend whole night order Jenny around .
2507,authority.virtue,CHAR_0 impress manager accept responsibility situation suggest way improve .
2508,authority.virtue,CHAR_0 work extra hour fix mistake time explain boss .
2509,authority.virtue,CHAR_0 phone boss say way need stop help injure man .
2510,authority.virtue,CHAR_0 get parent permission place lemonade stand end driveway sidewalk .
2511,authority.virtue,CHAR_0 grabs megaphone tell crowd attack police destroy symbol capitalism around they .
2512,authority.virtue,CHAR_0 make take care father number one priority .
2513,authority.virtue,CHAR_0 tell manager bye wish well future hope run someday .
2514,authority.virtue,CHAR_0 take child adventure teach resourcefulness attentive respectful way .
2515,authority.virtue,CHAR_0 tell man stay call police vet dog .
2516,authority.virtue,CHAR_0 call police tell neighbor stole bike .
2517,authority.virtue,CHAR_0 tell manager think he be pay attention need consumer .
2518,authority.virtue,"CHAR_0 call manager type vulgar name , curse he ."
2519,authority.virtue,"CHAR_0 take solution use it , tell boss find from ."
2520,authority.virtue,CHAR_0 express emotion face talk subordinate interest .
2521,authority.virtue,CHAR_0 skips son 's recital order go play basketball .
2522,authority.virtue,CHAR_0 offer yard work elderly neighbor .
2523,authority.virtue,CHAR_0 make sure thank boss ticket offer buy concession .
2524,authority.virtue,CHAR_0 collect arrange meet discuss issue boss .
2525,authority.virtue,CHAR_0 immediately tell everyone know contact story order get clarification .
2526,authority.virtue,CHAR_0 walk Subway order small veggie sandwich water .
2527,authority.virtue,CHAR_0 pull throw McDonald 's drive throw order super - sized Big Mac meal .
2528,authority.virtue,CHAR_0 order inexpensive item stick water drink .
2529,authority.virtue,CHAR_0 ask gym manager keep set custom free weight locker .
2530,authority.virtue,CHAR_0 stand bully tell he be let take anyone 's lunch money .
2531,authority.virtue,CHAR_0 remain calm tell clerk go speak manager issue .
2532,authority.virtue,"CHAR_0 spend morning packing order , reorganize file carrier pick order ."
2533,authority.virtue,"CHAR_0 spend half morning reorganize file , start pack order lunch ."
2534,authority.virtue,CHAR_0 own boss mistake present possible solution .
2535,authority.virtue,CHAR_0 praise food restaurant manager present coupon waiter entitle free dessert .
2536,authority.virtue,CHAR_0 plenty study week exam order ready .
2537,authority.virtue,CHAR_0 lick surface boy 's bathroom order get sick .
2538,authority.virtue,CHAR_0 decide hang friend instead order avoid good friend 's depressing mood .
2539,authority.virtue,CHAR_0 take temporary gig work order make end meet .
2540,authority.virtue,CHAR_0 bring watch police station turn in .
2541,authority.virtue,CHAR_0 order burger fry ask friend pay meal .
2542,authority.virtue,CHAR_0 stop nursing home work visit mother father .
2543,authority.virtue,CHAR_0 stand bar order drink .
2544,authority.virtue,"deny job racist boss , CHAR_0 decide deal drug ."
2545,authority.virtue,CHAR_0 teach son play hard order build good habit .
2546,authority.virtue,CHAR_0 go living room watch game father - in - law .
2547,authority.virtue,bailey set meet Jared CHAR_0 encourage Jared completely honest boss .
2548,authority.virtue,CHAR_0 set house fire order collect insurance money .
2549,authority.virtue,CHAR_0 volunteer handle unpleasant kitchen duty exchange free food .
2550,authority.virtue,CHAR_0 call police confront man .
2551,authority.virtue,CHAR_0 follow doctor 's order spend day read new book sofa .
2552,authority.virtue,CHAR_0 decide go intense run park despite doctor 's order .
2553,authority.virtue,Sypha wait get home use app order food .
2554,authority.virtue,way home Sypha order drive spill drink floor .
2555,authority.virtue,"CHAR_0 hold banner front row president 's audience , wait turn call on ."
2556,authority.virtue,CHAR_0 tell manager he be go lose mind unless get peace quiet .
2557,authority.virtue,CHAR_0 argue boss say bill clients temp come help out .
2558,authority.virtue,CHAR_0 offer call back tomorrow order help well time .
2559,authority.virtue,CHAR_0 order water .
2560,authority.virtue,CHAR_0 order glass wine .
2561,authority.virtue,CHAR_0 order delivery ethnic restaurant never dine before .
2562,authority.virtue,CHAR_0 connect Barb 's father mother help clean dinner .
2563,authority.virtue,"CHAR_0 tell mom not , need worry use protection ."
2564,authority.virtue,CHAR_0 bring principal fresh batch brownie office .
2565,authority.virtue,CHAR_0 order pizza easy fix .
2566,authority.virtue,CHAR_0 take cookie order waiter .
2567,authority.virtue,CHAR_0 see therapist order get what be bother he .
2568,authority.virtue,CHAR_0 kill order stop feel much pain .
2569,authority.virtue,"CHAR_0 seduce someone online order replace husband quickly , stop feel lonely ."
2570,authority.virtue,"CHAR_0 assertive boss work much , reduce hour ."
2571,authority.virtue,CHAR_0 order cheap item water drink .
2572,authority.virtue,CHAR_0 tell teacher kid bully he .
2573,authority.virtue,CHAR_0 sit boss tell happen .
2574,authority.virtue,CHAR_0 leave pasta alone order pizza instead .
2575,authority.virtue,CHAR_0 order couple cheap drink afford pay himself .
2576,authority.virtue,CHAR_0 order bunch drink put friend 's tab .
2577,authority.virtue,CHAR_0 pull accept ticket write police officer .
2578,authority.virtue,CHAR_0 call police contact animal control help deer .
2579,authority.virtue,CHAR_0 arrange boss work home recover .
2580,authority.virtue,"CHAR_0 tell boss completely understand , work hard work well ."
2581,authority.virtue,CHAR_0 go talk neighbor control dog well .
2582,authority.virtue,Morgan look CHAR_0 's address call police report live .
2583,authority.virtue,CHAR_0 tell school paper past leadership position student government .
2584,authority.virtue,CHAR_0 make story ex - husband threaten break home report police .
2585,authority.virtue,CHAR_0 disarm young man call police back up .
2586,authority.virtue,CHAR_0 save allowance money order buy game himself .
2587,authority.virtue,CHAR_0 meet counselor order see heroin use .
2588,authority.virtue,"CHAR_0 decide start speed walk around house , avoid pile clutter order save time ."
2589,authority.virtue,CHAR_0 strike conversation woman offer help treadmill control .
2590,authority.virtue,"CHAR_0 ask boss switch part - time schedule , well work - life balance ."
2591,authority.virtue,CHAR_0 tell friend opinion president U.S. respectful way .
2592,authority.virtue,CHAR_0 decide key ex - boyfriend car punish infidelity .
2593,authority.virtue,"char_0 interject that , appreciate father law effort provide everyone good meal , already selection mind himself ."
2594,authority.virtue,CHAR_0 explain boss can not complete task suggest way could do .
2595,authority.virtue,CHAR_0 order food friend money ignore one do not .
2596,authority.virtue,CHAR_0 start walk fast pace order make work time .
2597,authority.virtue,CHAR_0 decide alternate restaurant order support business .
2598,authority.virtue,CHAR_0 work extra hour work order make money need .
2599,authority.virtue,CHAR_0 take risky high - interest payday loan order get money need .
2600,authority.virtue,CHAR_0 order item Instacart get home .
2601,authority.virtue,CHAR_0 work along Jace 's order keep criticize boss .
